Nom du lieu;Nom du porteur;Adresse mail;Type de porteur;Détail du type de porteur;Adresse;Code postal;Commune;Code INSEE;Numéro de téléphone;Site web;Descriptif;Logo;Photo;Public;Accès;Restrictions d'usage;Tarif(s);Horaires du lundi;Horaires du mardi;Horaires du mercredi;Horaires du jeudi;Horaires du vendredi;Horaires du samedi;Horaires du dimanche;Complément sur les horaires;Ordinateur(s);Tablette(s);Scanner(s);Imprimante(s);Borne(s) CAF;Connexion Wi-Fi;Complément sur les équipements;Formation;Accompagnement individuel;Fourniture d'équipement;Complément sur les services;Compte InfoLocale;Localisation;Clé;Date de saisie;Date d'enregistrement;Date de modification;Services;Équipements;Ordinateur(s) libellé;Tablette(s) libellé;Scanner(s) libellé;Imprimante(s) libellé;Borne(s) CAF libellé;Connexion Wi-Fi libellé;Formation libellé;Accompagnement individuel individuel libellé;Fourniture d'équipement libellé
Bibliothèque Les Belles Lignes;Communauté de communes du Pays d'Ancenis;biblio.loireauxence@pays-ancenis.com;Bibliothèque / Médiathèque;;rue de l'océane;44370;Loireauxence;44213;0240969070;http://bibliofil.pays-ancenis.fr/;Il s’agit d’une bibliothèque. Vous pouvez venir lire sur place ou emprunter des documents. Vous avez également accès à un point numérique.;;;tout public;;;gratuit;fermé;16h30-18h30;10h-12h 14h30-18h30;fermé;16h30-18h30;10h-12h;10h30-12h;;1;0;1;1;0;0;Des liseuses sont à disposition du public.;0;0;0;;;47.466466, -1.031443;ZLKQ-9RZV;2019-01-23T11:39:20+01:00;2019-01-23T11:42:33+01:00;2019-11-02T15:38:12+01:00;;Ordinateur(s),Scanner(s),Imprimante(s);Ordinateur(s);;Scanner(s);Imprimante(s);;;;;
Mediathèque Chateaubriant;Mediatheque Chateaubriant;mediatheque@cc-chateaubriant-derval.fr;Bibliothèque / Médiathèque;;6 place Saint Nicolas;44110;Châteaubriant;44036;0240810333;http://www.mairie-chateaubriant.fr/mediatheque-intercommunale/;;;;tout public;;;6€ pour les résidents hors communauté de communesCarte pass plus :- Pour les résidents de communauté de communes (tarif réduit 12€ / tarif normal 18€)-Pour les résidents hors communautés de communes (tarif réduit 18€ / tarif normal 24€);fermé;14h-18h45;10h-18h45;14h-18h45;14h-18h45;10h-18h;fermé;;1;0;0;0;0;1;2 postes pour les personnes mal-voyantes;0;0;0;;;47.719159, -1.376855;8RNB-H6QJ;2019-01-15T10:23:37+01:00;2019-01-15T10:45:43+01:00;2019-11-02T15:28:20+01:00;;Ordinateur(s),Connexion Wi-Fi;Ordinateur(s);;;;;Connexion Wi-Fi;;;
Médiathèque Claire Brétécher;Communauté de communes du Pays d'Ancenis;mediatheque.lecellier@pays-ancenis.com;Bibliothèque / Médiathèque;;62 rue de Bel air 44850 Le Cellier;44850;Le Cellier;44028;0240254482;http://bibliofil.pays-ancenis.fr/;Il s’agit d’une bibliothèque. Vous pouvez venir lire sur place ou emprunter des documents. Vous avez également accès à un point numérique.;;;tout public;Train ( Gare de Le Cellier );;gratuit;fermé;16h-18h30;10h30-13h 14h-18h30;16h-18h30;16h-18h30;10h30-13h 15h-17h;fermé;;0;0;0;0;0;0;Des liseuses sont à disposition du public.;0;0;0;;;47.325768, -1.348492;PFKB-Q589;2019-01-22T15:48:10+01:00;2019-01-22T15:58:37+01:00;2019-11-02T15:45:44+01:00;;;;;;;;;;;
La médiathèque - au bonheur des mots;La médiathèque - au bonheur des mots;mediatheque@chauve.fr;Bibliothèque / Médiathèque;;7 allée du théatre;44320;Chauvé;44038;0240643734;http://www.chauve.fr/la.mediatheque-municipale-au-bonheur-des-mots/;;;;;;;;Fermé;16H15-18H00;15H-18H00;Fermé;16H15-18H00;10H30-12H00;Fermé;;1;0;0;1;0;0;;0;1;0;;;47.150664, -1.986067;FZY3-EVQZ;2019-10-01T16:15:02+02:00;2019-10-01T16:19:47+02:00;2019-11-02T15:38:40+01:00;Accompagnement individuel;Ordinateur(s),Imprimante(s);Ordinateur(s);;;Imprimante(s);;;;Accompagnement individuel;
Pôle emploi;Pôle emploi Trignac;;Institution;;7 avenue barbara;44570;Trignac;44210;09 72 72 39 49;https://www.pole-emploi.fr/annuaire/trignac-44194;;;;demandeurs d'emploi;;uniquement pour les reherches d'emploi, sous inscription;gratuit;8h30-12h30 12h30-16h30;8h30-12h30 12h30-16h30;8h30-12h30 12h30-16h30;8h30-12h30;8h30-12h30 12h30-15h30;;;;1;0;0;1;0;0;;0;1;0;;;47.296415, -2.206863;LGRG-HKTZ;2019-01-29T12:38:59+01:00;2019-01-29T12:50:50+01:00;2019-11-02T16:05:47+01:00;Accompagnement individuel;Ordinateur(s),Imprimante(s);Ordinateur(s);;;Imprimante(s);;;;Accompagnement individuel;
Relaie CAF;Mairie de Herbignac;;Institution;;1 avenue de la Monneraye;44410;Herbignac;44072;02 40 88 90 01;http://www.herbignac.com/?Point-d-accueil-numerique-CAF-en;;;;tout public;;uniquement pour les démarche caf;gratuit;9h-12h 14h-17h;9h-12h 14h-17h;;9h-12h 14h-17h;;;;;1;0;0;1;0;0;;0;1;0;;;47.44923, -2.311824;G8GK-6PM7;2019-01-29T15:05:13+01:00;2019-01-29T16:07:52+01:00;2019-11-02T15:42:11+01:00;Accompagnement individuel;Ordinateur(s),Imprimante(s);Ordinateur(s);;;Imprimante(s);;;;Accompagnement individuel;
Mission Locale de l'Agglomération Nazairienne;Mission Locale de l'Agglomération Nazairienne;contact@mlan.info;Association;;215 boulevard du Dr René Laënnec;44600;Saint-Nazaire;44184;0240225030;https://www.facebook.com/missionlocaleagglomerationnazairienne;;logo MLAN.pdf;;16-25 ans;U1 : Berthelot  - Hélyce : Sunderland;;gratuit;13h30-17h;13h30-17h;13h30-17h;13h30-17h;13h30-17h;;;;1;0;1;1;0;0;;0;1;0;Des animateurs sont présents certains après-midi pour répondre à vos questions et vous accompagner.  Également pour la Garantie Jeune.;;47.273149, -2.236942;ATY8-FWM7;2018-06-08T12:08:07+02:00;2018-06-08T12:29:15+02:00;2019-11-02T16:01:51+01:00;Accompagnement individuel;Ordinateur(s),Scanner(s),Imprimante(s);Ordinateur(s);;Scanner(s);Imprimante(s);;;;Accompagnement individuel;
Bibliothèque de Sainte-Reine-de-Bretagne;Bibliothèque de Sainte-Reine-de-Bretagne;bibliosaintereine@cc-paysdepontchateau.fr;Bibliothèque / Médiathèque;;7 rue du Père Montfort;44160;Sainte-Reine-de-Bretagne;44189;0251108648;www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-sainte-reine-de-bretagne-2/;Bibliothèque inter communal Pays de Pont Chateau Saint-Gildas-des-Bois;;;tout public;;;gratuit;;;10h-12h 14h-17h;15h-18h;;10h-12h;;;1;1;0;1;0;1;3 Ordinateur 1 tablette Wifi et accès Imprimente;0;1;0;;;47.440933, -2.191319;CTSX-MU85;2018-12-21T10:52:26+01:00;2018-12-21T11:14:13+01:00;2019-11-02T15:30:59+01:00;Accompagnement individuel;Ordinateur(s),Tablette(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);Tablette(s);;Imprimante(s);;Connexion Wi-Fi;;Accompagnement individuel;
Nâga;Nâga;contact@naga44.org;Association;;17 chemin fontaine Launay;44400;Rezé;44143;0285523122;https://www.naga44.org/;"Collecte et vente d'ordinateurs reconditionnés sous Linux
Il faut être adhérent de l'association pour pouvoir faire l'acquisition d'un ordinateur (prix selon le revenu).";;;tout public;tram ligne 3, arrêt 8 mai;;adhésion;fermé;10h-12h 13h-18h;10h-12h 13h-18h;10h-12h 13h-18h;10h-12h 13h-18h;fermé;fermé;;1;0;0;0;0;0;;0;0;1;;;47.18728, -1.547869;MQTT-9Q9L;2019-11-02T15:53:01+01:00;2019-11-02T15:53:01+01:00;2019-11-02T15:53:07+01:00;Fourniture d'équipement;Ordinateur(s);Ordinateur(s);;;;;;;;Fourniture d'équipement
Médiathèque de Batz-sur-Mer;Médiathèque de Batz-sur-Mer;mediatheque@mairie-batzsurmer.fr;Bibliothèque / Médiathèque;;11 rue de la plage;44740;Batz-sur-Mer;44010;0240238951;http://www.mediatheque.batzsurmer.fr;;;;tout public;;;gratuit;9h30-12h;9h30-12h 14h-17h;;;15h30-18h30;9h30-12h 14h-17h;;;1;0;0;1;0;1;L'accès à l'imprimante est payante 0,20€ copie noir/blanc en A4, 0,40€ copie noir/blanc en A3, 0,80€ copie couleurs en A4, 1,60€ copie couleurs en A3;0;1;0;;;47.276272, -2.481003;RGUW-Q4DV;2018-12-21T10:35:52+01:00;2018-12-21T10:47:47+01:00;2019-11-02T15:37:28+01:00;Accompagnement individuel;Ordinateur(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);;;Imprimante(s);;Connexion Wi-Fi;;Accompagnement individuel;
Bibliothèque de Corcoué-sur-Logne;La place aux livres;laplaceauxlivres@gmail.com;Bibliothèque / Médiathèque;;5 place du marché;44650;Corcoué-sur-Logne;44156;0240058728;http://laplaceauxlivres.opac3d.fr;;;;tout public;;;gratuit;fermé;fermé;16h-18h;fermé;fermé;10h-12h;10h-12h;;1;0;0;1;0;1;;1;0;0;;;46.963754, -1.582216;EXK5-38MG;2019-11-02T15:21:58+01:00;2019-11-02T15:21:58+01:00;2019-11-02T15:22:09+01:00;Formation;Ordinateur(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);;;Imprimante(s);;Connexion Wi-Fi;Formation;;
Bibliothèque de Saint-Etienne de Montluc;Bibliothèque de Saint-Etienne de Montluc;bibliothèque@st-etienne-montluc.net;Bibliothèque / Médiathèque;;3 rue de la Paix;44360;Saint-Etienne-de-Montluc;44158;02 40 86 97 35;bibliotheque.st-etienne-montluc.net;;;;tout public;;;Commune: 7€ 30 par an ( + 18 ans) Hors commune: 13€ 40 (+ 18 ans);;10h-12h 16h-18h30;10h-12h 14h-18h30;;10h-12h 16h-18h30;9h30-12h30;;;1;0;0;1;0;0;1 Ordinateur et accès à l'Imprimante;0;1;0;;;47.275267, -1.781321;DA5R-Y7QH;2018-12-21T11:14:50+01:00;2018-12-21T11:25:27+01:00;2019-11-02T15:55:19+01:00;Accompagnement individuel;Ordinateur(s),Imprimante(s);Ordinateur(s);;;Imprimante(s);;;;Accompagnement individuel;
Médiathèque Nort-sur-Erdre;Médiathèque Nort-sur-Erdre;mediatheque@nort-sur-erdre.fr;Bibliothèque / Médiathèque;;Andrée-Chedid 35 rue du Général-Leclerc;44390;Nort-sur-Erdre;44110;02 40 29 51 90;https://www.bibliothèques.cceg.fr;Espace de lecture et d'animation comprenant un point d'accès numérique.;;;tout public;;;gratuit;Fermé;13h30-18h15;10h-12h30 14h30-19h;Fermé;9h30-13h30 16h-19h;10h-16h;Fermé;;1;0;0;0;0;1;;0;0;0;;;47.43837, -1.499583;WRJX-96XS;2018-11-21T16:39:57+01:00;2018-11-21T16:57:06+01:00;2019-11-02T15:58:42+01:00;;Ordinateur(s),Connexion Wi-Fi;Ordinateur(s);;;;;Connexion Wi-Fi;;;
Médiathèque Divatte-sur-Loire;Médiathèque Divatte-sur-Loire;mediatheque@divattesurloire.fr;Bibliothèque / Médiathèque;;rue du Calvaire;44450;Divatte-sur-Loire;44029;02 40 33 37 93;http://www.mediatheque-divatte-sur-loire.fr/;;;;Tout public;;;gratuit;;16h30-18h;10h30-12h30  14h-18h;;16h-18h;10h30-12h30  15h-17h;10h-12h;;1;1;1;1;0;1;;0;0;0;;;47.275112, -1.281348;9H5R-ARFV;2018-12-12T15:30:53+01:00;2018-12-12T15:35:24+01:00;2019-11-02T15:43:52+01:00;;Ordinateur(s),Tablette(s),Scanner(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);Tablette(s);Scanner(s);Imprimante(s);;Connexion Wi-Fi;;;
Bibliothéque de Conquereuil;Bibliothéque de Conquereuil;;Bibliothèque / Médiathèque;;22 bis place de l'église;44290;Conquereuil;44044;0240876502;http://mediatheques.redon-agglomeration.bzh/index.php?option=com_content&view=article&id=46:conquereuil&catid=14:vos-mediatheques&Itemid=72;;;;tout public;non;non;gratuit;fermé;fermé;15h00-17h00;fermé;18h00-20h00;10h00-12h00;fermé;;1;0;0;0;0;1;;0;0;0;;;47.624575, -1.751341;BQU2-ZS4X;2018-12-04T11:26:26+01:00;2019-11-02T15:34:39+01:00;2019-11-02T15:34:48+01:00;;Ordinateur(s),Connexion Wi-Fi;Ordinateur(s);;;;;Connexion Wi-Fi;;;
Médiathèque Sucé-Sur-Erdre;Sucé-Sur-Erdre;mediatheque@suce-sur-erdre.fr;Bibliothèque / Médiathèque;;101 rue de la mairie;44240;Sucé-sur-Erdre;44201;0240779521;http://www.bibliotheques.cceg.fr/index/index/id_profil/1;;;;tout public;;;-Gratuit pour les nouveaux Sucéens-Famille Sucéenne 10€-Famille non Sucéenne 20€-Touriste (individuel) 5€;fermé;10h30-14h;10h-19h;fermé;16h30-19h;10h-16h;10h-12h;;0;0;0;0;0;0;;0;0;0;;;47.339821, -1.526123;JVYV-VWM5;2018-12-13T10:32:21+01:00;2018-12-13T10:50:03+01:00;2019-11-02T16:05:26+01:00;;;;;;;;;;;
Médiathèque Ancenis;Médiathèque Ancenis;;Bibliothèque / Médiathèque;;place de la République;44150;Ancenis - Saint-Géréon;44003;0240832230;http://bibliofil.pays-ancenis.fr/;Il s'agit d'une médiathèque qui propose l'emprunt ou la lecture sur place de divers supports culturels (Livres, BD, CD, DVD, Jeux Vidéo, etc...).;;;tout public;train (gare d'Ancenis);;gratuit;fermé;14h-18h;10h-18h;10h-13h;14h-18h;10h-18h;fermé;;1;1;0;1;0;0;7 ordinateurs à disposition du public x30 impressions par adhérent à la médiathèque1 tablette utilisée uniquement pour les animations de la médiathèque;0;1;0;accompagnement individuel sur demande des personnes;https://infolocale.ouest-france.fr/ancenis-44003/annuaire/mediatheque-la-pleiade_324686;47.365505, -1.182116;WX7F-PUX9;2018-11-15T12:49:30+01:00;2018-11-15T12:55:25+01:00;2019-11-02T15:14:19+01:00;Accompagnement individuel;Ordinateur(s),Tablette(s),Imprimante(s);Ordinateur(s);Tablette(s);;Imprimante(s);;;;Accompagnement individuel;
Maison de services au public (bureau de poste) Saint-Lyphard;Maison de services au public (bureau de poste) Saint-Lyphard;msap.saint-lyphard@laposte.fr;Institution;;2 rue de la Brière;44410;Saint-Lyphard;44175;3631;http://www.maisondeservicesaupublic.fr/content/saint-lyphard-bureau-de-poste;;;;tout public;;;gratuit;9h30-12h 14h-16h30;9h30-12h 14h-16h30;9h30-12h 14h-16h30;9h30-12h 14h-16h30;9h30-12h 14h-16h30;9h30-12h;;;1;0;0;1;0;1;1 Ordinateur Wifi et accès Imprimante;0;1;0;Ordinateur à utiliser pour les accès aux droits ou démarches administratifs (CAF, Pôle Emploi, CPAM) : pas pour les loisirs;;47.397863, -2.305668;VYSF-UWHT;2018-12-21T12:10:09+01:00;2018-12-21T12:19:09+01:00;2019-11-02T15:59:30+01:00;Accompagnement individuel;Ordinateur(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);;;Imprimante(s);;Connexion Wi-Fi;;Accompagnement individuel;
Start'Air Jeunes Saint-Malo-de-Guersac;Start'Air Jeunes -Maison des associations Saint-Malo-de-Guersac;contact@startair.fr;Association;;52 rue Aristide Briand;44550;Saint-Malo-de-Guersac;44176;0240539612;http://www.startair.fr/saint-malo-de-guersac;;;;13-25 ans;;;Habitant de Saint-Malo-de-Guersac : 7€ par an;;15h30-18h30;14h-18h30;15h30-18h30;15h30-18h30;14h-18h30;;vacances scolaire: du lundi au vendredi de 14h- 18h 30;1;1;0;1;0;1;2 Ordinateur 1 Tablette Wifi et accès Imprimante;0;1;0;;;47.353017, -2.175396;GT2C-TFVF;2018-12-21T12:31:09+01:00;2018-12-21T12:39:17+01:00;2019-11-02T15:59:59+01:00;Accompagnement individuel;Ordinateur(s),Tablette(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);Tablette(s);;Imprimante(s);;Connexion Wi-Fi;;Accompagnement individuel;
Espace Culturel François Mitterrand;Espace Culturel François Mitterrand;bibliotheque@herbignac.com;Institution;;3 rue Fontaine saint Jean;44410;Herbignac;44072;0251769040;http://www.herbignac.com/?-espace-culturel-;;;;tout public;;;gratuit;;14h-18h;10h-12h30 14h-18h;;14h-18h;10h-12h30 14h-18h;;;1;1;1;1;0;0;La structure possède 3 ordinateurs.;0;1;0;;;47.447677, -2.322463;JLJ9-D847;2018-12-21T12:27:09+01:00;2018-12-21T12:32:24+01:00;2019-11-02T15:42:11+01:00;Accompagnement individuel;Ordinateur(s),Tablette(s),Scanner(s),Imprimante(s);Ordinateur(s);Tablette(s);Scanner(s);Imprimante(s);;;;Accompagnement individuel;
CCAS;CCAS La Chapelle des Marais;ccas@lachapelledesmarais.fr;Institution;;16 rue de la Brière;44410;La Chapelle-des-Marais;44030;0240539798;http://www.lachapelledesmarais.fr/action-sociale/le-c-c-a-;Centre Communal d'Action Sociale;;;habitant;;;gratuit;9h30-12h;9h30-12h;;9h30-12h;9h30-12h;;;Les après-midi, ce sont les rendez-vous;1;0;1;1;0;0;;0;1;0;;;47.446794, -2.242496;PENY-8KKF;2018-12-21T12:55:59+01:00;2018-12-21T12:59:22+01:00;2019-11-02T15:44:16+01:00;Accompagnement individuel;Ordinateur(s),Scanner(s),Imprimante(s);Ordinateur(s);;Scanner(s);Imprimante(s);;;;Accompagnement individuel;
Maison de quartier Kerlédé;Maison de quartier Kerlédé Saint-Nazaire;mqkerlede@wanadoo.fr;Association;;70 rue Ferdinand-Buisson;44600;Saint-Nazaire;44184;0240535000;http:// www.fmq-saintnazaire.fr/bienvenue/index.php/les-maisons-de-quartier/kerlede;;;;tout public;;;gratuit;14h-19h;9h-12h30 14h-19h;9h-12h30 14h-19h;14h-19h;9h-12h30 14h-18h;;;;1;0;0;0;0;0;1 Ordinateur;1;1;0;;;47.257094, -2.234769;EJR9-3M62;2018-12-21T15:26:29+01:00;2018-12-21T15:35:00+01:00;2019-11-02T16:01:51+01:00;Formation,Accompagnement individuel;Ordinateur(s);Ordinateur(s);;;;;;Formation;Accompagnement individuel;
Office de Tourisme;Office de Tourisme;;Institution;;6 rue du Pilori;44490;Le Croisic;44049;0240230070;http:/www.tourisme-lecroisic.fr/fr;;;;tout public;;;gratuit;9h30-12h 14h-18h;9h30-12h 14h-18h;9h30-12h 14h-18h;9h30-12h 14h-18h;9h30-12h 14h-18h;9h30-12h 14h-18h;fermé;;1;0;0;0;0;1;;0;1;0;;;47.293799, -2.510971;YFBP-54U4;2018-12-21T12:19:48+01:00;2018-12-21T12:29:36+01:00;2019-11-02T15:45:56+01:00;Accompagnement individuel;Ordinateur(s),Connexion Wi-Fi;Ordinateur(s);;;;;Connexion Wi-Fi;;Accompagnement individuel;
Médiathèque Gaston Leroux;Médiathèque La Chapelle des Marais;mediathequecontact@lachapelledesmarais.fr;Bibliothèque / Médiathèque;;rue de Penlys;44410;La Chapelle-des-Marais;44030;0240424200;http://mediatheque.gastonleroux.opac3d.fr;;;;tout public;;;gratuit;;15h-18h;10h-13h 15h-18h;;15h-19h;10h-13h;;;1;0;0;1;0;1;4 ordinateurs et un vidéoprojecteur, accès imprimante payante: 0,15€ la copie;0;0;0;;;47.445687, -2.23665;47CM-25SY;2018-12-21T12:59:39+01:00;2018-12-21T13:08:05+01:00;2019-11-02T15:44:16+01:00;;Ordinateur(s),Imprimante(s),Connexion Wi-Fi;Ordinateur(s);;;Imprimante(s);;Connexion Wi-Fi;;;
La Source;La Source;lasource@mairie-saintnazaire.fr;Institution;;46 rue d'Anjou;44600;Saint-Nazaire;44184;0244734599;www.lasource.saintnazaire.fr;Un lieu d'accompagnement de projet mais aussi d'information, de découverte, d'échanges.;;;16-25 ans;;;Abonnement 2€ par an;;;13h-19h;13h-19h;10h-19h;;;;0;0;0;0;0;1;;0;1;0;Accompagnement de projet, de l'information et des échanges.;;47.276389, -2.210179;7AZ2-XEZ4;2018-12-21T15:40:24+01:00;2018-12-21T15:45:07+01:00;2019-11-02T16:01:51+01:00;Accompagnement individuel;Connexion Wi-Fi;;;;;;Connexion Wi-Fi;;Accompagnement individuel;
Espace wifi;Espace wifi Mesquer;;Autre;Lieu public;place Kercabellec  (sous le belvédère);44420;Mesquer;44097;;;Complexe sportif et Culturel de la Vigne (patio extérieur de la salle l'ArtyMès);;;tout public;;;gratuit;;;;;;;;Accès libre;0;0;0;0;0;1;;0;0;0;;;47.401728, -2.460537;FRZA-E9E9;2018-12-21T16:15:22+01:00;2018-12-21T16:22:05+01:00;2019-11-02T15:49:27+01:00;;Connexion Wi-Fi;;;;;;Connexion Wi-Fi;;;
