Nom;Présentation;Photo;Horaires d'ouverture;Services itinérants;Adresse;Complément d'adresse;Code Postal;Ville;Email de contact;Site internet;Téléphone;Parking à proximité;Accès transports en commun;Plan d'accès;Accessibilité;Lien Facebook;Lien Twitter;Lien Google+;Date de création de la fiche;Date de la dernière modification de la fiche;Pôle emploi;CPAM;CNAV;GRDF;La Poste;MSA;CAF;Agence départementale d'information sur le logement (ADIL);Agence locale de l’énergie (ALE);Banque de France;Cap Emploi;Centre communal d'action sociale (CCAS);Centre intercommunal d’action sociale (CIAS);Centre local d'information et de coordination (CLIC);Centre social;Chambre d'agriculture;Chambre de commerce et d'industrie (CCI);Chambre de métiers et de l'artisanat (CMA);Conseil départemental;Conseil départemental de l’accès au droit (CDAD);Croix-Rouge;Défenseur des droits;EDF;Fédération nationale des accidentés du travail et des handicapés (FNATH);Greta (formation continue pour les adultes);Maison de l'emploi;Maison départementale des personnes handicapées (MDPH);Médecine du travail;Mission locale;Plan local pour l'insertion et l’emploi (PLIE);Point d'accès au droit;Point d'appui à la vie associative;Point Info Famille;Point Info Jeunesse;Point Protection Maternelle Infantile;Préfecture;Protection, Amélioration, Conservation, Transformation de l'habitat (PACT);Régime social des indépendants (RSI);Réseau d'Ecoute, d'Appui et d'Accompagnement des Parents (REAAP);Trésor Public;Union de Recouvrement des Cotisations de Sécurité Sociale et d'Allocations Familiales (URSSAF);Union départementale des associations familiales (UDAF);Autre;Autres partenaires et services;Planning des permanences;Equipements à disposition;Autres équipements;Dans les mêmes locaux;Autres services dans les locaux;Année d'ouverture de la maison;Année de labellisation de la maison;Structure porteuse de la Maison de services au public;Appartenance à un réseau territorial;Connexion avec d'autres Maisons de services au public;Autres labels;Informations complémentaires
Sisteronais;;Oui;;Oui;22 Rue des Arcades;;04200;Sisteron;;;;Oui;;Non;;;;;15/03/2016;15/06/2018;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;;;;;15/03/2016;15/03/2016;;;;;
Sochaux;;Non;Lundi               9h00 à 12h00   /  13h00 à 17h00 Mardi               9h00 à 12h00  /   Ferme Mercredi          Ferme             /   13h00 à 18h00 Jeudi                9h00 à 12h00  /   13h00 à 17h00 Vendredi          9h00 à 12h00  /   Ferme          ;Non;2 rue de la Poste;;25600;Sochaux;msapsochaux@outlook.fr;;09 62 69 61 15 ;Oui;bus : Ligne 2, 3, 7;Non;Handicap moteur;;;;21/06/2018;21/06/2018;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Préfecture du Doubs - Ville de Montbéliard - Pays de Montbéliard Agglomération - CARSAT - ERDF - le CSF - Véolia - Néolia - Habitat 25 - IDEIS - l'AIAVI - Union Nationale des PIMMS - fastt - le Clic - Idéha;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Wifi;;;IDEIS;04/06/2018;;AIAVI;;;;
Solliès-Pont;Accueil, information et orientation Mise en relation avec les partenaires Accompagnement aux démarches administratives Aide à l'utilisation des services et outils numériques;Non;Lundi : 8h30 - 12h00 et 13h30 - 16h30 Mardi : 8h30 - 12h00 et 13h30 - 16h30 Mercredi : 8h30 - 12h00 et 13h30 - 16h30 Jeudi : 8h30 - 12h00 et 13h30 - 16h30 Vendredi : 8h30 - 12h00 et 13h30 - 16h30;Non;1 bis rue République;;83210;Solliès-Pont;msap.solliespont@gmail.com;;04 94 33 38 61;Oui;;Non;Handicap moteur;;;;15/09/2016;25/05/2018;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Scanner|Téléphone;;;VEOLIA DEFENSEUR DES DROITS;01/03/1996;26/09/2016;CCAS Solliès-Pont;;;;
Solre-le-Château ( Bureau de Poste );Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;lundi       : 09 à 12 et 14 à 17 mardi      : 09 à 12 et 14 à 17 mercredi : 09 à 12 et 14 à 17 jeudi       : 09 à 12 et 14 à17 vendredi  : 09 à 12 et 14 à17 samedi   : 09 h à 12;Non;19 Grand Rue;;59740;Solre-le-Château;msap.solre-le-chateau@laposte.fr;;;Oui;;Non;;;;;03/10/2016;01/03/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Scanner|Wifi;;Bureau de Poste;;15/07/2016;;La Poste;;;;
Sore ( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi :     Fermé Mardi :     9h00-12h30 13h30-17h30 Mercredi : 9h00-12h30 13h30-17h30 Jeudi :       9h00-12h30 13h30-17h30 Vendredi : 9h00-12h Samedi : 9h00-12h;Non;34 PLACE DE LA REPUBLIQUE;;40430;Sore;msap.sore@laposte.fr;;;Oui;;Non;Handicap auditif, Handicap mental, Handicap moteur, Handicap visuel;;;;22/12/2016;20/03/2018;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;07/12/2016;07/12/2016;La Poste;;;;
Sornac;LES MAISONS DE SERVICES AU PUBLIC DU DÉPARTEMENT DE LA CORRÈZE : DES SERVICES PUBLICS AU PLUS PRÈS DE CHEZ VOUS. La MSAP de Sornac vous accueille du lundi au vendredi pour vous accompagner dans toutes vos démarches administratives auprès du Conseil Départemental mais également auprès de ses partenaires nationaux et locaux. Un agent vous accueille, vous informe et vous oriente avec un accompagnement personnalisé dans le montage de vos dossiers, une aide dans l’utilisation des services en lignes, une mise en relation avec des interlocuteurs spécifiques.;Oui;Du Lundi au Jeudi de 8h30 à 12H30 et de 13H à 17H Vendredi de 8h30 à 12H30 et de 13H à 16H;Non;1 rue de la république;;19290;Sornac;maisondepartementsornac@correze.fr;Site internet;05-19-07-81-62;Oui;;Non;Handicap mental, Handicap moteur;http://www.facebook.com/departementcorreze;;;25/02/2016;15/06/2018;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Offre de services publics départementaux : transport scolaire, APA, action sociale, bourses scolaires, petite enfance, numérique, financement participatif … Autres partenaires;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone;;Centre social|Espace Public Numérique|Office de tourisme;;23/07/2007;23/11/2015;Département de la Corrèze;;;;
Sotta ( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;LUNDI 8H30 12H 13H30 15H30 MARDI 8H30 12H 13H30 15H30 MERCREDI 8H30 12H JEUDI 8H30 12H 13H30 15H30 VENDREDI 8H30 12H 13H30 15H30 SAMEDI 8H30 11H30;Non;Au Bourg;;20146;Sotta;msap.sotta@laposte.fr;;;Oui;;Non;;;;;19/07/2016;24/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Agence d'Aménagement durable, d'Urbanisme et d'Energie de la Corse;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;19/07/2016;19/07/2016;La Poste;;;;
Sourdeval;Outre ses missions d’accueil, d’information et d’orientation du public, elle assure : - L’accompagnement des usagers à l’utilisation des services en lignes - L’accompagnement des usagers dans leurs démarches administratives - La mise en relation des usagers avec les opérateurs partenaires. - L’orientation et l’accompagnement des publics vers le Visio Accueil.;Oui;Lundi, mardi et jeudi de 9h à 12h et de 13h30 à 17h sur rendez-vous mercredi de 13h30 à 17h vendredi de 9h à 12h;Oui;13 C, rue de Tinchebray;Centre d'Animation et de Services;50150;Sourdeval;nathalie.andre@msm-normandie.fr;;02.33.79.30.60;Oui;;Non;Handicap moteur;;;;01/06/2016;22/05/2018;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;ADMR, CLLAJ, CCAS, Banque Alimentaire de la Manche, centre départemental de l'Enfance,;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence|Wifi;;Centre social|Espace Public Numérique|Relai Assistantes Maternelles (RAM);Accueil de Loisirs, garderie périscolaire;01/06/2016;01/06/2016;Communauté d'agglomération Mont St Michel Normandie;;Communauté d'agglomération du Mont St Michel - Barenton, Communauté d'Agglomération Mont Saint Michel - Normandie - Le Teilleul;;
Soustons;;Non;;;17 avenue du Maréchal Leclerc;;40140;Soustons;;;;Non;;Non;;;;;25/09/2017;22/06/2018;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;;;;;;;Communauté de communes;;;;
St Laurent de Chamousset;"La MSAP située à Saint Laurent de Chamousset est un guichet unique de proximité à la disposition de la population et des associations. Ces agents vous accueillent et vous aident dans toutes vos démarches quotidiennes (l'emploi, l'insertion professionnelle et sociale, la santé et les services à la personne). Vous trouverez dans un même lieu vos différentes administrations et services (Mission Locale, MSA, Pôle emploi, CAF, CPAM, Solidarités Nouvelles face au chômage...). La possibilité de réaliser vos démarches ""en ligne"" et d'être accompagnée à l'usage des outils numériques. L’information est accessible à tous, l’accueil est gratuit et personnalisé selon la demande. Depuis le 1er janvier 2017, les Communautés de communes Chamousset en Lyonnais et des Hauts du Lyonnais ont fusionné pour devenir la Communauté de communes des Monts du Lyonnais, cette nouvelle collectivité dispose d'une deuxième MSAP située à St Symphorien sur Coise.";Oui;Lundi : 8h30 à 12h30 / 13h30 à 17h30 Mardi : 8h30 à 12h30, après-midi sur RDV Mercredi : 8h30 à 12h30, après-midi sur RDV Jeudi : 8h30 à 12h30, après-midi sur RDV Vendredi : 8h30 à 12h30  ;Non;122 Avenue des 4 cantons;;69930;Saint-Laurent-de-Chamousset;msap69930@cc-mdl.fr;Site internet;0474265078;Oui;Ligne régulière 42 : Lyon Gorge de Loup / Aveize / l’Arbresle / Aveize;Oui;Handicap moteur;https://www.facebook.com/bijccmdl/;;;24/02/2016;16/05/2018;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Suivi des bénéficiaires du RSA, uniquement sur rendez-vous au 04 78 48 46 14. Point info santé en partenariat avec l'ADES du Rhône et le Planning Familial Point Relais Particulier emploi / FÉDÉRATION DES PARTICULIERS EMPLOYEURS DE FRANCE - FEPEM Permanences Société Nouvelle Face au Chômage SNC;Oui;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence|Wifi;Documentation CIDJ et CRIJ, Logiciel INFORIZON, Cinq postes informatiques avec accès internet en accès libre ou accompagné, Des offres d’emploi, Deux visio-guichets, Un espace santé, documentation de l'ADES, Planning Familial, à destination du public et des professionnels;Espace Public Numérique;ADMR SSIAD;01/06/2008;16/09/2009;Communauté de communes des Monts du Lyonnais;Communauté de communes des Monts du Lyonnais;St Symphorien sur Coise;Information Jeunesse Point relais FEPEM;La MSAP située à St Laurent de Chamousset est un service de la Communauté de communes des Monts du Lyonnais, tout comme celle située à St Symphorien sur Coise. Président, Régis CHAMBE Les vice-présidents sont : Gérard VULPAS, Jean Claude PICARD, Bernard CHAVEROT, Thomas GASSILLOUD, Pierre VARLIETTE, Michel BONNIER, Marie Luce ARNOUX, Philippe BONNIER, Marie Charles JEANNE, Jean Michel CALVI.      
St Symphorien sur Coise;La MSAP de la communauté de communes des Monts du Lyonnais, située à St Symphorien sur Coise, est un guichet unique de proximité à la disposition de la population et des associations. Ces agents vous accueillent et vous aident dans toutes vos démarches quotidiennes (l'emploi, l'insertion professionnelle et sociale, la santé et les services à la personne). Vous trouverez dans un même lieu vos différentes administrations (Mission Locale, MSA, Pôle emploi, CAF, CPAM...). L’information est accessible à tous, l’accueil est gratuit et personnalisé selon la demande. Depuis le 1er janvier 2017, les Communautés de communes Chamousset en Lyonnais et des Hauts du Lyonnais ont fusionné pour devenir la Communauté de communes des Monts du Lyonnais, cette nouvelle collectivité dispose d'une deuxième MSAP située à St Laurent de Chamousset.;Oui;lundi de 9h à 12h et de 14h à 17h mardi de 9h à 12h et de 14h à 17h mercredi de 9h à 12h et de 14h à 17h jeudi de 9h à 12h et de 14h à 17h vendredi de 9h à 12h et de 14h à 17h  ;Non;57 rue des Tanneries;;69590;Saint-Symphorien-sur-Coise;msap69590@cc-mdl.fr;Site internet;04 78 19 05 14;Oui;Depuis Lyon et Chazelles sur Lyon Ligne 2Ex (Car département du Rhône) - arrêt Place Charles de Gaulle - Saint Symphorien sur Coise Depuis Saint Etienne Ligne 103 (Car département de la Loire) - arrêt Place Charles de Gaulle - Saint Symphorien sur Coise;Oui;Handicap moteur;https://www.facebook.com/pages/Communaut%C3%A9-de-Communes-les-Hauts-du-Lyonnais...;;;24/02/2016;16/05/2018;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;EDF, service social CARSAT, CICAS retraite complémentaire Agirc-Arrco-Ircantec, OPAC du Rhône, Suez environnement-Lyonnaise des eaux, Département du Rhône, ADMR, Centre socio culturel des Hauts du Lyonnais, Fédération OSER, GELF du Lyonnais et du Forez, MTRG, Restos du cœur;Oui;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence;Salles de réunion et de formation Parc d'ordinateurs portables;;Médecine professionnelle des agents de la FPT;01/07/1997;01/07/2008;Communauté de communes des Monts du Lyonnais;;St Laurent de Chamousset;;La MSAP située à St Symphorien sur Coise est un service de la Communauté de communes des Monts du Lyonnais, tout comme celle située à St  Laurent de Chamousset . Président, Régis CHAMBE Les vice-présidents sont : Gérard VULPAS, Jean Claude PICARD, Bernard CHAVEROT, Thomas GASSILLOUD, Pierre VARLIETTE, Michel BONNIER, Marie Luce ARNOUX, Philippe BONNIER, Marie Charles JEANNE, Jean Michel CALVI.
St-Léger-sur-Dheune;Dominique Paul animatrice vous accueille à Saint Léger sur Dheune (7 rue Thernaud) Contact : 0385876122 (St Léger);Non;Lundi : 9h -12h30 / 13h30 - 17h00 Mardi : 9h-12h30  / 13h30 -17h00 Mercredi : 9h-12h30 / 13h30 - 17h00 Jeudi : 9h-12h30 / 13h30 - 17h00 Vendredi : 9h-12h30 / 13h30 - 17h00;Non;7 rue Thernaud;;71510;Saint-Léger-sur-Dheune;ccmv-rsp@orange.fr;;0385876122;Oui;Buscéphale ligne 6 Arrêt Capitaine Giraud   ;Non;Handicap moteur;;;;22/03/2016;15/06/2018;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Assistante sociale de secteur (sur rendez-vous au 03.85.87.65.10);Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Wifi;;Communauté de communes|Espace Public Numérique;;05/03/2013;22/04/2013;Communauté de Communes des Monts et des Vignes;;;;
Stenay et Val Dunois;Dans les locaux de la Communauté de Communes du Pays de Stenay et du Val se trouve la MSAP de Stenay. Plusieurs bureaux sont à disposition des organismes et une personne à l'accueil gère et dirige les usagers vers les différents services.;Oui;Lundi : 8h-12h / 13h30-17h Mardi : 8h-12h / 13h30-17h Mercredi : 8h-12h / 13h30-17h Jeudi : 8h-12h / 13h30-17h Vendredi : 8h-12h / 13h30-17h;Non;6 D Avenue de Verdun;;55700;Stenay;accueil@ccstenaydun.fr;Site internet;03.29.80.26.81;Oui;Une aire de covoiturage est installée sur le parking de la MSAP et un arrêt de bus se situe à une centaine de mètres. Une borne électrique est à disposition  sur ce même parking.;Non;Handicap mental, Handicap moteur;;;;24/02/2016;24/01/2018;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;ADAPAH, ADMR, CENTR'AID, Action Educative, AMIE, Conciliateur de justice, CDIFF, CAUE, DDT, Maison de l'Emploi, CMP, Maison des adolescents, CARSAT, EPE, ATM, Croix bleue, secours catholique;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Wifi;3 postes informatique sont mis à disposition du public.;Communauté de communes|Espace Public Numérique|Relai Assistantes Maternelles (RAM);;01/07/1999;;Codecom du Pays de Stenay;;;;
Strasbourg Lize (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi : 8h30 - 12h / 13h30 - 17h Mardi : 8h30 - 12h / 13h30 - 17h Mercredi : 8h30 - 12h / 13h30 - 17h Jeudi : 8h30 - 12h / 13h30 - 17h Vendredi : 8h30 - 12h / 13h30 - 17h Samedi : 9h - 12h;;3 RUE DE HAUTEFORT;;67100;Strasbourg;msap.strasbourg-lize@laposte.fr;;;Non;;Non;Handicap moteur;;;;22/11/2017;05/06/2018;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;FACE ALSACE CUS HABITAT;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Wifi;;Bureau de Poste;;15/11/2017;01/09/2017;La Poste;;;;
Sud Hérault - Capestang;La communauté de communes Sud Hérault propose deux MSAP. Un accueil fixe installé dans les locaux du Point Information Jeunesse (Capestang) et des permanences dans les mairies ( Saint Chinian, Cessenon/Orb, Puisserguier , Quarante, Creissan, Cébazan, Cruzy, Cazedarnes ) pour aller aux plus près des publics;Oui;MSAP Capestang ( Point Information Jeunesse) Lundi 8h30 - 12h / 13h30 -17h30 - Mardi 8h30- 12h /13h30-17h30- mercredi 13h30  -17h30  - jeudi 8h30 12h/13H30-17h30 - Vendredi 13h30/ 17h 30 MSAP Itinérante :    à Creissan les 1er et 3eme lundis du mois de 9h/12H à Cébazan les 1er et 3eme lundis du mois  de14h/17h à Cazedarnes les 2eme et 3eme lundis du mois de 9h/12h à Cruzy les 2eme et 3eme lundis du mois de 14h /17H à Puisserguier le mardi de 8h30 12h /13h30  16h - à Quarante le Mercredi de 14h-16h30 à St Chinian le Jeudi de 8h30 12h/ 13h30 16h - à Cessenon/Orb Le vendredi 9h 12h / 14h 17h;Oui;1 rue georges brassens;Communauté de Communes Sud-Hérault;34310;Capestang;msap@cc-sud-herault.fr;Site internet;04 67 26 37 10 ;Oui;;Non;Handicap auditif, Handicap mental, Handicap moteur, Handicap visuel;;;;24/02/2016;12/06/2018;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Téléphone|Wifi;;Communauté de communes|Espace Public Numérique|Mairie;;;;Communauté de Communes Sud Hérault;;;;
Sud Hérault - Cessenon sur Orb;La communauté de communes Sud Hérault propose deux MSAP. Un accueil fixe installé dans les locaux du Point Information Jeunesse (Capestang) et des permanences dans les mairies ( Saint Chinian, Cessenon/Orb, Puisserguier , Creissan, Cazedarnes, Cébazan, Cruzy et Quarante) pour aller aux plus près des publics;Oui;Pememences tous les Vendredis en mairie 9h00 12h00 14h00 17h00 (16h-17h sur rdv);Oui;Place Jean Moulin;Mairie;34460;Cessenon-sur-Orb;msapitinerante@cc-sud-herault.fr;Site internet;06 43 95 11 95;Oui;;Non;Handicap auditif, Handicap mental, Handicap moteur, Handicap visuel;;;;07/07/2016;23/05/2018;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Téléphone|Wifi;;Mairie;;07/07/2016;07/07/2016;communauté de communes sud herault;;;;
